species,family,order,length,length.measurement
Rhaphiodon_vulpinus,Characidae,Characiformes,80,SL
Rheocles_alaotrensis,Bedotiidae,Atheriniformes,14,TL
Rheocles_derhami,Bedotiidae,Atheriniformes,5,SL
Rheocles_lateralis,Bedotiidae,Atheriniformes,4.4,SL
Rheocles_vatosoa,Bedotiidae,Atheriniformes,7.9,SL
Rheocles_wrightae,Bedotiidae,Atheriniformes,8.3,SL
Rhinecanthus_aculeatus,Balistidae,Tetraodontiformes,30,TL
Rhinecanthus_lunula,Balistidae,Tetraodontiformes,28,TL
Rhinecanthus_rectangulus,Balistidae,Tetraodontiformes,30,TL
Rhinecanthus_verrucosus,Balistidae,Tetraodontiformes,23,TL
Rhinesomus_triqueter,Ostraciidae,Tetraodontiformes,47,TL
Rhinichthys_atratulus,Cyprinidae,Cypriniformes,12.4,TL
Rhinichthys_cataractae,Cyprinidae,Cypriniformes,22.5,TL
Rhinichthys_cobitis,Cyprinidae,Cypriniformes,6,TL
Rhinichthys_evermanni,Cyprinidae,Cypriniformes,11,TL
Rhinichthys_falcatus,Cyprinidae,Cypriniformes,12,TL
Rhinichthys_obtusus,Cyprinidae,Cypriniformes,8,NG
Rhinichthys_osculus,Cyprinidae,Cypriniformes,11,TL
Rhinodoras_boehlkei,Doradidae,Siluriformes,13.3,SL
Rhinodoras_thomersoni,Doradidae,Siluriformes,20,SL
Rhinogobio_cylindricus,Cyprinidae,Cypriniformes,NA,NA
Rhinogobio_hunanensis,Cyprinidae,Cypriniformes,20.3,SL
Rhinogobio_typus,Cyprinidae,Cypriniformes,NA,NA
Rhinogobiops_nicholsii,Gobiidae,Perciformes,15,TL
Rhinogobius_candidianus,Gobiidae,Perciformes,7.8,SL
Rhinogobius_giurinus,Gobiidae,Perciformes,8,TL
Rhinogobius_rubromaculatus,Gobiidae,Perciformes,3.4,SL
Rhinoliparis_barbulifer,Liparidae,Scorpaeniformes,8.8,SL
Rhinomuraena_quaesita,Muraenidae,Anguilliformes,130,TL
Rhinosardinia_amazonica,Clupeidae,Clupeiformes,8,SL
Rhodeus_amarus,Cyprinidae,Cypriniformes,9.5,SL
Rhodeus_amurensis,Cyprinidae,Cypriniformes,NA,NA
Rhodeus_atremius,Cyprinidae,Cypriniformes,6,TL
Rhodeus_colchicus,Cyprinidae,Cypriniformes,6.8,SL
Rhodeus_fangi,Cyprinidae,Cypriniformes,5.8,SL
Rhodeus_lighti,Cyprinidae,Cypriniformes,5.2,TL
Rhodeus_ocellatus_ocellatus,Cyprinidae,Cypriniformes,6.5,TL
Rhodeus_sericeus,Cyprinidae,Cypriniformes,11,TL
Rhodeus_sinensis,Cyprinidae,Cypriniformes,5.2,SL
Rhodichthys_regina,Liparidae,Scorpaeniformes,31,SL
Rhomboplites_aurorubens,Lutjanidae,Perciformes,60,TL
Rhombosolea_tapirina,Pleuronectidae,Pleuronectiformes,45,TL
Rhyacichthys_aspro,Rhyacichthyidae,Perciformes,25,SL
Rhynchoconger_flavus,Congridae,Anguilliformes,150,TL
Rhynchocypris_czekanowskii,Cyprinidae,Cypriniformes,9,SL
Rhynchocypris_lagowskii,Cyprinidae,Cypriniformes,24,TL
Rhynchocypris_oxycephalus,Cyprinidae,Cypriniformes,17.2,TL
Rhynchocypris_percnurus,Cyprinidae,Cypriniformes,18.5,SL
Richardsonius_balteatus,Cyprinidae,Cypriniformes,18,TL
Richardsonius_egregius,Cyprinidae,Cypriniformes,17,TL
Rineloricaria_fallax,Loricariidae,Siluriformes,15.7,SL
Rineloricaria_lanceolata,Loricariidae,Siluriformes,9.5,NULL
Rineloricaria_platyura,Loricariidae,Siluriformes,14,SL
Rineloricaria_uracantha,Loricariidae,Siluriformes,16.5,SL
Risor_ruber,Gobiidae,Perciformes,2.5,TL
Rita_gogra,Bagridae,Siluriformes,26,TL
Rita_rita,Bagridae,Siluriformes,150,TL
Rivulus_agilae,Rivulidae,Cyprinodontiformes,5,TL
Rivulus_amphoreus,Rivulidae,Cyprinodontiformes,6,TL
Rivulus_apiamici,Rivulidae,Cyprinodontiformes,3,SL
Rivulus_atratus,Rivulidae,Cyprinodontiformes,4,TL
Rivulus_birkhahni,Rivulidae,Cyprinodontiformes,6,TL
Rivulus_chucunaque,Rivulidae,Cyprinodontiformes,6,TL
Rivulus_cylindraceus,Rivulidae,Cyprinodontiformes,5.5,TL
Rivulus_deltaphilus,Rivulidae,Cyprinodontiformes,6,TL
Rivulus_frenatus,Rivulidae,Cyprinodontiformes,5,TL
Rivulus_fuscolineatus,Rivulidae,Cyprinodontiformes,7.5,TL
Rivulus_geayi,Rivulidae,Cyprinodontiformes,5,TL
Rivulus_hartii,Rivulidae,Cyprinodontiformes,10,TL
Rivulus_hildebrandi,Rivulidae,Cyprinodontiformes,9,TL
Rivulus_immaculatus,Rivulidae,Cyprinodontiformes,9.5,TL
Rivulus_isthmensis,Rivulidae,Cyprinodontiformes,7,TL
Rivulus_janeiroensis,Rivulidae,Cyprinodontiformes,6.5,TL
Rivulus_jucundus,Rivulidae,Cyprinodontiformes,5,TL
Rivulus_luelingi,Rivulidae,Cyprinodontiformes,5,TL
Rivulus_lyricauda,Rivulidae,Cyprinodontiformes,5.5,TL
Rivulus_magdalenae,Rivulidae,Cyprinodontiformes,7,TL
Rivulus_mahdiaensis,Rivulidae,Cyprinodontiformes,NA,NA
Rivulus_ophiomimus,Rivulidae,Cyprinodontiformes,8.5,TL
Rivulus_punctatus,Rivulidae,Cyprinodontiformes,3.5,TL
Rivulus_rectocaudatus,Rivulidae,Cyprinodontiformes,6,TL
Rivulus_roloffi,Rivulidae,Cyprinodontiformes,5.5,TL
Rivulus_rubrolineatus,Rivulidae,Cyprinodontiformes,6.5,TL
Rivulus_santensis,Rivulidae,Cyprinodontiformes,6.5,TL
Rivulus_stagnatus,Rivulidae,Cyprinodontiformes,6,TL
Rivulus_strigatus,Rivulidae,Cyprinodontiformes,6,TL
Rivulus_tenuis,Rivulidae,Cyprinodontiformes,6.5,TL
Rivulus_uroflammeus,Rivulidae,Cyprinodontiformes,4.5,TL
Rivulus_violaceus,Rivulidae,Cyprinodontiformes,5,TL
Rivulus_weberi,Rivulidae,Cyprinodontiformes,9,TL
Rivulus_xiphidius,Rivulidae,Cyprinodontiformes,4.5,TL
Rocio_octofasciata,Cichlidae,Perciformes,25,TL
Roeboides_sp,Characidae,Characiformes,NA,NA
Romanichthys_valsanicola,Percidae,Perciformes,11,SL
Romanogobio_benacensis,Cyprinidae,Cypriniformes,10,SL
Romanogobio_ciscaucasicus,Cyprinidae,Cypriniformes,15,TL
Romanogobio_kesslerii,Cyprinidae,Cypriniformes,13,TL
Romanogobio_macropterus,Cyprinidae,Cypriniformes,NA,NA
Romanogobio_tenuicorpus,Cyprinidae,Cypriniformes,16,TL
Romanogobio_uranoscopus,Cyprinidae,Cypriniformes,10,SL
Roncador_stearnsii,Sciaenidae,Perciformes,70,TL
Rondeletia_sp,Rondeletiidae,Stephanoberyciformes,NA,NA
Ronquilus_jordani,Bathymasteridae,Perciformes,20,TL
Rostrogobio_liaohensis,Cyprinidae,Cypriniformes,6.3,SL
Rouleina_attrita,Alepocephalidae,Osmeriformes,48,SL
Ruscarius_creaseri,Cottidae,Scorpaeniformes,7.6,TL
Ruscarius_meanyi,Cottidae,Scorpaeniformes,5.9,TL
Rutilus_aula,Cyprinidae,Cypriniformes,18,SL
Rutilus_basak,Cyprinidae,Cypriniformes,14.5,SL
Rutilus_frisii,Cyprinidae,Cypriniformes,70,TL
Rutilus_panosi,Cyprinidae,Cypriniformes,24,SL
Rutilus_pigus,Cyprinidae,Cypriniformes,45,SL
Rutilus_prespensis,Cyprinidae,Cypriniformes,17,SL
Rutilus_rubilio,Cyprinidae,Cypriniformes,18,SL
Rutilus_rutilus,Cyprinidae,Cypriniformes,50,SL
Rutilus_ylikiensis,Cyprinidae,Cypriniformes,28.5,FL
Ruvettus_pretiosus,Gempylidae,Perciformes,300,TL
Rypticus_bicolor,Serranidae,Perciformes,28,TL
Rypticus_nigripinnis,Serranidae,Perciformes,20.3,TL
Rypticus_saponaceus,Serranidae,Perciformes,35,TL
Sabanejewia_aurata_aurata,Cobitidae,Cypriniformes,14,TL
Sabanejewia_balcanica,Cobitidae,Cypriniformes,9,SL
Sabanejewia_caucasica,Cobitidae,Cypriniformes,10.5,TL
Sabanejewia_larvata,Cobitidae,Cypriniformes,9,TL
Sabanejewia_romanica,Cobitidae,Cypriniformes,10.5,SL
Sagamia_geneionema,Gobiidae,Perciformes,7.1,SL
Sagamichthys_abei,Platytroctidae,Osmeriformes,33,TL
Salangichthys_ishikawae,Osmeridae,Osmeriformes,7.4,SL
Salangichthys_microdon,Salangidae,Osmeriformes,10,TL
Salanx_ariakensis,Osmeridae,Osmeriformes,14.7,SL
Salanx_cuvieri,Osmeridae,Osmeriformes,15.3,SL
Salanx_reevesii,Osmeridae,Osmeriformes,NA,NA
Salaria_economidisi,Blenniidae,Perciformes,6.5,SL
Salaria_fluviatilis,Blenniidae,Perciformes,15,TL
Salaria_pavo,Blenniidae,Perciformes,13,TL
Salarias_fasciatus,Blenniidae,Perciformes,14,TL
Salminus_brasiliensis,Characidae,Characiformes,100,SL
Salmo_carpio,Salmonidae,Salmoniformes,50,SL
Salmo_labrax,Salmonidae,Salmoniformes,110,TL
Salmo_marmoratus,Salmonidae,Salmoniformes,120,SL
Salmo_obtusirostris,Salmonidae,Salmoniformes,70,SL
Salmo_ohridanus,Salmonidae,Salmoniformes,33.6,SL
Salmo_platycephalus,Salmonidae,Salmoniformes,NA,NA
Salmo_salar,Salmonidae,Salmoniformes,150,TL
Salmo_trutta_fario,Salmonidae,Salmoniformes,100,TL
Salmo_trutta_trutta,Salmonidae,Salmoniformes,140,SL
Salmophasia_bacaila,Cyprinidae,Cypriniformes,18,TL
Salmophasia_phulo,Cyprinidae,Cypriniformes,12,TL
Salmostoma_sp,Cyprinidae,Cypriniformes,NA,NA
Saloptia_powelli,Serranidae,Perciformes,39,SL
Salvelinus_albus,Salmonidae,Salmoniformes,NA,NA
Salvelinus_alpinus_alpinus,Salmonidae,Salmoniformes,107,TL
Salvelinus_boganidae,Salmonidae,Salmoniformes,46.5,TL
Salvelinus_drjagini,Salmonidae,Salmoniformes,90,TL
Salvelinus_elgyticus,Salmonidae,Salmoniformes,23.8,SL
Salvelinus_fontinalis,Salmonidae,Salmoniformes,86,SL
Salvelinus_kronocius,Salmonidae,Salmoniformes,NA,NA
Salvelinus_leucomaenis_imbrius,Salmonidae,Salmoniformes,NA,NA
Salvelinus_leucomaenis_leucomaenis,Salmonidae,Salmoniformes,120,TL
Salvelinus_leucomaenis_pluvius,Salmonidae,Salmoniformes,83,TL
Salvelinus_malma_malma,Salmonidae,Salmoniformes,127,TL
Salvelinus_malma_miyabei,Salmonidae,Salmoniformes,70,TL
Salvelinus_namaycush,Salmonidae,Salmoniformes,150,TL
Salvelinus_neiva,Salmonidae,Salmoniformes,55,TL
Salvelinus_schmidti,Salmonidae,Salmoniformes,NA,NA
Salvelinus_taranetzi,Salmonidae,Salmoniformes,NA,NA
Samariscus_xenicus,Samaridae,Pleuronectiformes,6,SL
Sandelia_capensis,Anabantidae,Perciformes,20,SL
Sander_canadensis,Percidae,Perciformes,76,TL
Sander_lucioperca,Percidae,Perciformes,100,SL
Sander_vitreus,Percidae,Perciformes,107,FL
Sander_volgensis,Percidae,Perciformes,40,SL
Sarcocheilichthys_czerskii,Cyprinidae,Cypriniformes,10,TL
Sarcocheilichthys_kiangsiensis,Cyprinidae,Cypriniformes,NA,NA
Sarcocheilichthys_lacustris,Cyprinidae,Cypriniformes,20,NG
Sarcocheilichthys_nigripinnis_nigripinnis,Cyprinidae,Cypriniformes,12.5,SL
Sarcocheilichthys_parvus,Cyprinidae,Cypriniformes,NA,NA
Sarcocheilichthys_sinensis_fukiensis,Cyprinidae,Cypriniformes,13.1,SL
Sarcocheilichthys_sinensis_sinensis,Cyprinidae,Cypriniformes,30,TL
Sarcocheilichthys_variegatus_microoculus,Cyprinidae,Cypriniformes,30,TL
Sarcoglanis_simplex,Trichomycteridae,Siluriformes,2.1,NG
Sarda_australis,Scombridae,Perciformes,180,FL
Sarda_chiliensis,Scombridae,Perciformes,NA,NA
Sarda_orientalis,Scombridae,Perciformes,102,FL
Sarda_sarda,Scombridae,Perciformes,91.4,FL
Sardina_pilchardus,Clupeidae,Clupeiformes,27.5,SL
Sardinella_albella,Clupeidae,Clupeiformes,14,SL
Sardinella_aurita,Clupeidae,Clupeiformes,31,TL
Sardinella_hualiensis,Clupeidae,Clupeiformes,12.5,SL
Sardinella_janeiro,Clupeidae,Clupeiformes,25,SL
Sardinella_lemuru,Clupeidae,Clupeiformes,23,SL
Sardinella_maderensis,Clupeidae,Clupeiformes,37.3,FL
Sardinella_zunasi,Clupeidae,Clupeiformes,18,TL
Sardinops_sagax,Clupeidae,Clupeiformes,39.5,SL
Sargocentron_caudimaculatum,Holocentridae,Beryciformes,25,TL
Sargocentron_cornutum,Holocentridae,Beryciformes,27,TL
Sargocentron_coruscum,Holocentridae,Beryciformes,15,TL
Sargocentron_diadema,Holocentridae,Beryciformes,17,TL
Sargocentron_microstoma,Holocentridae,Beryciformes,20,TL
Sargocentron_punctatissimum,Holocentridae,Beryciformes,23,TL
Sargocentron_spiniferum,Holocentridae,Beryciformes,51,FL
Sargocentron_tiere,Holocentridae,Beryciformes,33,TL
Sargocentron_vexillarium,Holocentridae,Beryciformes,18,TL
Sargocentron_xantherythrum,Holocentridae,Beryciformes,17,TL
Sargochromis_carlottae,Cichlidae,Perciformes,34.5,SL
Sargochromis_coulteri,Cichlidae,Perciformes,21.6,SL
Sargochromis_giardi,Cichlidae,Perciformes,48,TL
Sargochromis_mellandi,Cichlidae,Perciformes,20,TL
Sarotherodon_caroli,Cichlidae,Perciformes,18.6,SL
Sarotherodon_caudomarginatus,Cichlidae,Perciformes,15.6,SL
Sarotherodon_galilaeus_galilaeus,Cichlidae,Perciformes,41,TL
Sarotherodon_galilaeus_multifasciatus,Cichlidae,Perciformes,13.7,SL
Sarotherodon_galilaeus_sanagaensis,Cichlidae,Perciformes,13.1,SL
Sarotherodon_linnellii,Cichlidae,Perciformes,18.5,SL
Sarotherodon_lohbergeri,Cichlidae,Perciformes,10.6,SL
Sarotherodon_melanotheron_melanotheron,Cichlidae,Perciformes,28,SL
Sarotherodon_mvogoi,Cichlidae,Perciformes,20.2,SL
Sarotherodon_steinbachi,Cichlidae,Perciformes,11.3,SL
Sarpa_salpa,Sparidae,Perciformes,51,SL
Sarritor_frenatus,Agonidae,Scorpaeniformes,27,TL
Sarritor_leptorhynchus,Agonidae,Scorpaeniformes,25,TL
Satanoperca_acuticeps,Cichlidae,Perciformes,17,SL
Satanoperca_daemon,Cichlidae,Perciformes,17,SL
Satanoperca_jurupari,Cichlidae,Perciformes,18.5,SL
Satanoperca_leucosticta,Cichlidae,Perciformes,15,SL
Satanoperca_mapiritensis,Cichlidae,Perciformes,14,SL
Satanoperca_pappaterra,Cichlidae,Perciformes,19.2,SL
Saurenchelys_fierasfer,Nettastomatidae,Anguilliformes,50,TL
Saurida_elongata,Synodontidae,Aulopiformes,50,SL
Saurida_undosquamis,Synodontidae,Aulopiformes,50,SL
Saurida_wanieso,Synodontidae,Aulopiformes,65,SL
Saurogobio_dabryi,Cyprinidae,Cypriniformes,24.3,TL
Saurogobio_gracilicaudatus,Cyprinidae,Cypriniformes,16.8,SL
Saurogobio_gymnocheilus,Cyprinidae,Cypriniformes,11.7,SL
Saurogobio_xiangjiangensis,Cyprinidae,Cypriniformes,26,SL
Sauvagella_madagascariensis,Clupeidae,Clupeiformes,NA,NA
Sauvagella_robusta,Clupeidae,Clupeiformes,4.7,SL
Sawbwa_resplendens,Cyprinidae,Cypriniformes,2.5,TL
Scaphirhynchus_albus,Acipenseridae,Acipenseriformes,200,TL
Scaphirhynchus_platorynchus,Acipenseridae,Acipenseriformes,100,TL
Scaphirhynchus_suttkusi,Acipenseridae,Acipenseriformes,NA,NA
Scaphognathops_bandanensis,Cyprinidae,Cypriniformes,40,SL
Scaphognathops_stejnegeri,Cyprinidae,Cypriniformes,25,SL
Scardinius_acarnanicus,Cyprinidae,Cypriniformes,27,TL
Scardinius_erythrophthalmus,Cyprinidae,Cypriniformes,51,TL
Scardinius_graecus,Cyprinidae,Cypriniformes,40,TL
Scardinius_scardafa,Cyprinidae,Cypriniformes,35,SL
Scartelaos_histophorus,Gobiidae,Perciformes,14,SL
Scartella_caboverdiana,Blenniidae,Perciformes,NA,NA
Scartella_cristata,Blenniidae,Perciformes,12,TL
Scarus_altipinnis,Scaridae,Perciformes,60,TL
Scarus_chameleon,Scaridae,Perciformes,31,TL
Scarus_coelestinus,Scaridae,Perciformes,77,TL
Scarus_dimidiatus,Scaridae,Perciformes,40,TL
Scarus_festivus,Scaridae,Perciformes,45,TL
Scarus_flavipectoralis,Scaridae,Perciformes,40,TL
Scarus_forsteni,Scaridae,Perciformes,55,TL
Scarus_frenatus,Scaridae,Perciformes,47,TL
Scarus_ghobban,Scaridae,Perciformes,90,TL
Scarus_globiceps,Scaridae,Perciformes,27,TL
Scarus_guacamaia,Scaridae,Perciformes,120,TL
Scarus_hoefleri,Scaridae,Perciformes,60,TL
Scarus_hypselopterus,Scaridae,Perciformes,31,TL
Scarus_iseri,Scaridae,Perciformes,35,TL
Scarus_niger,Scaridae,Perciformes,40,TL
Scarus_oviceps,Scaridae,Perciformes,35,TL
Scarus_prasiognathos,Scaridae,Perciformes,70,TL
Scarus_psittacus,Scaridae,Perciformes,30,TL
Scarus_quoyi,Scaridae,Perciformes,40,TL
Scarus_rubroviolaceus,Scaridae,Perciformes,70,TL
Scarus_schlegeli,Scaridae,Perciformes,40,TL
Scarus_spinus,Scaridae,Perciformes,30,TL
Scarus_taeniopterus,Scaridae,Perciformes,35,TL
Scarus_tricolor,Scaridae,Perciformes,26.6,SL
Scatophagus_argus,Scatophagidae,Perciformes,38,TL
Scatophagus_tetracanthus,Scatophagidae,Perciformes,30,TL
Schedophilus_medusophagus,Centrolophidae,Perciformes,51,TL
Schedophilus_ovalis,Centrolophidae,Perciformes,100,TL
Schedophilus_velaini,Centrolophidae,Perciformes,100,TL
Schilbe_intermedius,Schilbeidae,Siluriformes,60.5,TL
Schilbe_mystus,Schilbeidae,Siluriformes,40,TL
Schindleria_sp,Schindleriidae,Perciformes,NA,NA
Schistura_balteata,Balitoridae,Cypriniformes,5.4,SL
Schistura_beavani,Balitoridae,Cypriniformes,8,TL
Schistura_bucculenta,Balitoridae,Cypriniformes,10.4,SL
Schistura_corica,Balitoridae,Cypriniformes,4.2,SL
Schistura_fasciolata,Balitoridae,Cypriniformes,12,TL
Schistura_kloetzliae,Balitoridae,Cypriniformes,4.7,SL
Schistura_longa,Balitoridae,Cypriniformes,NA,NA
Schistura_montana,Balitoridae,Cypriniformes,6,SL
Schistura_nicholsi,Balitoridae,Cypriniformes,7.4,SL
Schistura_reidi,Balitoridae,Cypriniformes,8.9,SL
Schistura_rupecula,Balitoridae,Cypriniformes,6.7,SL
Schistura_savona,Balitoridae,Cypriniformes,2.4,SL
Schistura_sexcauda,Balitoridae,Cypriniformes,5.1,SL
Schistura_spilota,Balitoridae,Cypriniformes,8.8,SL
Schistura_vinciguerrae,Balitoridae,Cypriniformes,7.8,SL
Schizodon_sp,Anostomidae,Characiformes,NA,NA
Schizopyge_curvifrons,Cyprinidae,Cypriniformes,56,TL
Schizopygopsis_anteroventris,Cyprinidae,Cypriniformes,30.5,SL
Schizopygopsis_kessleri,Cyprinidae,Cypriniformes,NA,NA
Schizopygopsis_kialingensis,Cyprinidae,Cypriniformes,12.7,SL
Schizopygopsis_malacanthus,Cyprinidae,Cypriniformes,NA,NA
Schizopygopsis_pylzovi,Cyprinidae,Cypriniformes,30,OT
Schizopygopsis_thermalis,Cyprinidae,Cypriniformes,27.4,SL
Schizopygopsis_younghusbandi,Cyprinidae,Cypriniformes,18.5,SL
Schizothorax_argentatus,Cyprinidae,Cypriniformes,38.8,SL
Schizothorax_biddulphi,Cyprinidae,Cypriniformes,47.5,SL
Schizothorax_chongi,Cyprinidae,Cypriniformes,24.4,SL
Schizothorax_davidi,Cyprinidae,Cypriniformes,39.5,SL
Schizothorax_dolichonema,Cyprinidae,Cypriniformes,32.5,SL
Schizothorax_dulongensis,Cyprinidae,Cypriniformes,24.6,SL
Schizothorax_esocinus,Cyprinidae,Cypriniformes,47,SL
Schizothorax_eurystomus,Cyprinidae,Cypriniformes,NA,NA
Schizothorax_gongshanensis,Cyprinidae,Cypriniformes,21.5,SL
Schizothorax_griseus,Cyprinidae,Cypriniformes,19.7,SL
Schizothorax_intermedius,Cyprinidae,Cypriniformes,NA,NA
Schizothorax_kozlovi,Cyprinidae,Cypriniformes,50,TL
Schizothorax_labiatus,Cyprinidae,Cypriniformes,30,TL
Schizothorax_lantsangensis,Cyprinidae,Cypriniformes,31.1,SL
Schizothorax_lissolabiatus,Cyprinidae,Cypriniformes,30,TL
Schizothorax_macrophthalmus,Cyprinidae,Cypriniformes,13.5,TL
Schizothorax_macropogon,Cyprinidae,Cypriniformes,33.3,SL
Schizothorax_malacanthus,Cyprinidae,Cypriniformes,16.4,SL
Schizothorax_meridionalis,Cyprinidae,Cypriniformes,30,OT
Schizothorax_molesworthi,Cyprinidae,Cypriniformes,20.5,SL
Schizothorax_myzostomus,Cyprinidae,Cypriniformes,42.5,SL
Schizothorax_nukiangensis,Cyprinidae,Cypriniformes,48.8,SL
Schizothorax_oconnori,Cyprinidae,Cypriniformes,37,SL
Schizothorax_plagiostomus,Cyprinidae,Cypriniformes,31,SL
Schizothorax_prenanti,Cyprinidae,Cypriniformes,31.4,SL
Schizothorax_pseudoaksaiensis_pseudoaksaiensis,Cyprinidae,Cypriniformes,39.6,SL
Schizothorax_richardsonii,Cyprinidae,Cypriniformes,60,TL
Schizothorax_rotundimaxillaris,Cyprinidae,Cypriniformes,14.5,SL
Schizothorax_waltoni,Cyprinidae,Cypriniformes,45,SL
Schizothorax_wangchiachii,Cyprinidae,Cypriniformes,50,TL
Schizothorax_yunnanensis_paoshanensis,Cyprinidae,Cypriniformes,32,TL
Schizothorax_yunnanensis_yunnanensis,Cyprinidae,Cypriniformes,44.5,SL
Schizothorax_zarudnyi,Cyprinidae,Cypriniformes,NA,NA
Schuettea_scalaripinnis,Monodactylidae,Perciformes,NA,NA
Schwetzochromis_neodon,Cichlidae,Perciformes,10.7,SL
Sciades_couma,Ariidae,Siluriformes,97,TL
Sciades_dowii,Ariidae,Siluriformes,90,TL
Sciades_guatemalensis,Ariidae,Siluriformes,37,TL
Sciades_mastersi,Ariidae,Siluriformes,51,TL
Sciades_passany,Ariidae,Siluriformes,100,TL
Sciades_platypogon,Ariidae,Siluriformes,45,TL
Sciades_proops,Ariidae,Siluriformes,100,TL
Sciades_seemanni,Ariidae,Siluriformes,35,TL
Sciades_troschelii,Ariidae,Siluriformes,52,TL
Sciaenops_ocellatus,Sciaenidae,Perciformes,155,TL
Scleromystax_barbatus,Callichthyidae,Siluriformes,9.8,SL
Scleromystax_macropterus,Callichthyidae,Siluriformes,8.7,SL
Scleromystax_prionotos,Callichthyidae,Siluriformes,5.3,SL
Scleropages_formosus,Osteoglossidae,Osteoglossiformes,90,TL
Scleropages_jardinii,Osteoglossidae,Osteoglossiformes,100,SL
Scleropages_leichardti,Osteoglossidae,Osteoglossiformes,100,SL
Scobinancistrus_sp,Loricariidae,Siluriformes,NA,NA
Scolecenchelys_breviceps,Ophichthidae,Anguilliformes,60,TL
Scolichthys_greenwayi,Poeciliidae,Cyprinodontiformes,3.5,TL
Scoloplax_distolothrix,Scoloplacidae,Siluriformes,1.8,SL
Scolopsis_affinis,Nemipteridae,Perciformes,NA,NA
Scolopsis_ciliata,Nemipteridae,Perciformes,NA,NA
Scolopsis_taenioptera,Nemipteridae,Perciformes,NA,NA
Scolopsis_vosmeri,Nemipteridae,Perciformes,NA,NA
Scomber_australasicus,Scombridae,Perciformes,44,FL
Scomber_colias,Scombridae,Perciformes,NA,NA
Scomber_japonicus,Scombridae,Perciformes,64,TL
Scomber_scombrus,Scombridae,Perciformes,60,FL
Scomberoides_commersonnianus,Carangidae,Perciformes,120,TL
Scomberoides_lysan,Carangidae,Perciformes,110,TL
Scomberomorus_brasiliensis,Scombridae,Perciformes,125,FL
Scomberomorus_cavalla,Scombridae,Perciformes,184,TL
Scomberomorus_commerson,Scombridae,Perciformes,240,FL
Scomberomorus_guttatus,Scombridae,Perciformes,76,FL
Scomberomorus_koreanus,Scombridae,Perciformes,150,FL
Scomberomorus_maculatus,Scombridae,Perciformes,91,FL
Scomberomorus_munroi,Scombridae,Perciformes,104,FL
Scomberomorus_niphonius,Scombridae,Perciformes,100,FL
Scomberomorus_queenslandicus,Scombridae,Perciformes,100,FL
Scomberomorus_regalis,Scombridae,Perciformes,183,TL
Scomberomorus_semifasciatus,Scombridae,Perciformes,120,FL
Scomberomorus_sierra,Scombridae,Perciformes,99,FL
Scomberomorus_sinensis,Scombridae,Perciformes,218,FL
Scomberomorus_tritor,Scombridae,Perciformes,100,TL
Scombrolabrax_heterolepis,Scombrolabracidae,Perciformes,30,TL
Scombrops_boops,Scombropidae,Perciformes,150,TL
Scombrops_gilberti,Scombropidae,Perciformes,120,TL
Scopelarchus_sp,Scopelarchidae,Aulopiformes,NA,NA
Scopelengys_tristis,Neoscopelidae,Myctophiformes,20,SL
Scopeloberyx_robustus,Melamphaidae,Stephanoberyciformes,7.3,SL
Scopelogadus_beanii,Melamphaidae,Stephanoberyciformes,NA,NA
Scopelogadus_mizolepis_bispinosus,Melamphaidae,Stephanoberyciformes,11,TL
Scopelopsis_multipunctatus,Myctophidae,Myctophiformes,8.1,SL
Scopelosaurus_harryi,Notosudidae,Aulopiformes,32,SL
Scopelosaurus_lepidus,Notosudidae,Aulopiformes,36.4,SL
Scophthalmus_aquosus,Scophthalmidae,Pleuronectiformes,45.7,TL
Scophthalmus_rhombus,Scophthalmidae,Pleuronectiformes,75,TL
Scorpaena_brasiliensis,Scorpaenidae,Scorpaeniformes,35,TL
Scorpaena_elongata,Scorpaenidae,Scorpaeniformes,50,TL
Scorpaena_guttata,Scorpaenidae,Scorpaeniformes,43,TL
Scorpaena_maderensis,Scorpaenidae,Scorpaeniformes,14,TL
Scorpaena_mystes,Scorpaenidae,Scorpaeniformes,45.7,TL
Scorpaena_notata,Scorpaenidae,Scorpaeniformes,24,TL
Scorpaena_onaria,Scorpaenidae,Scorpaeniformes,30,TL
Scorpaena_plumieri,Scorpaenidae,Scorpaeniformes,45,TL
Scorpaena_porcus,Scorpaenidae,Scorpaeniformes,37,TL
Scorpaena_scrofa,Scorpaenidae,Scorpaeniformes,50,TL
Scorpaenichthys_marmoratus,Cottidae,Scorpaeniformes,99,TL
Scorpaenodes_scaber,Scorpaenidae,Scorpaeniformes,12,TL
Scorpaenodes_xyris,Scorpaenidae,Scorpaeniformes,15,TL
Scorpaenopsis_diabolus,Scorpaenidae,Scorpaeniformes,30,TL
Scorpaenopsis_macrochir,Scorpaenidae,Scorpaeniformes,13,TL
Scriptaphyosemion_banforense,Nothobranchiidae,Cyprinodontiformes,4,SL
Scriptaphyosemion_bertholdi,Nothobranchiidae,Cyprinodontiformes,NA,NA
